product_name,product_url,product_rating,product_price,product_revenue
MT05 - Quần Jogger Nam Túi Hộp Cao Cấp Chuẩn Hàng Xuất,https://shopee.vn/MT05-Qu%E1%BA%A7n-Jogger-Nam-T%C3%BAi-H%E1%BB%99p-Cao-C%E1%BA%A5p-Chu%E1%BA%A9n-H%C3%A0ng-Xu%E1%BA%A5t-i.162116788.23628191318?sp_atk=57d5691b-5c53-4d49-a0f2-c538a8640269&xptdk=57d5691b-5c53-4d49-a0f2-c538a8640269,4.4,138000,731400000
"Quần ống rộng unisex phối 3 sọc trắng là điểm nhấn, Quần thể thao chất Umi thể thao Q1",https://shopee.vn/Qu%E1%BA%A7n-%E1%BB%91ng-r%E1%BB%99ng-unisex-ph%E1%BB%91i-3-s%E1%BB%8Dc-tr%E1%BA%AFng-l%C3%A0-%C4%91i%E1%BB%83m-nh%E1%BA%A5n-Qu%E1%BA%A7n-th%E1%BB%83-thao-ch%E1%BA%A5t-Umi-th%E1%BB%83-thao-Q1-i.400003849.14662867776?sp_atk=a3825d25-5efe-4430-ad3e-f717316e6392&xptdk=a3825d25-5efe-4430-ad3e-f717316e6392,4.8,95000,85500000
"Quần Jogger Nam Kaki,Cao Cấp Ống Bo Chun,Có Co Giãn,Phong cách Hàn Quốc,Chuẩn Hàng Xuất Khẩu",https://shopee.vn/Qu%E1%BA%A7n-Jogger-Nam-Kaki-Cao-C%E1%BA%A5p-%E1%BB%90ng-Bo-Chun-C%C3%B3-Co-Gi%C3%A3n-Phong-c%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-Chu%E1%BA%A9n-H%C3%A0ng-Xu%E1%BA%A5t-Kh%E1%BA%A9u-i.697712755.18383398944?sp_atk=31c5673a-c347-4027-ae76-4ed243c2799c&xptdk=31c5673a-c347-4027-ae76-4ed243c2799c,4.7,126000,60732000
"Quần Jogger Kaki Nam Chất Vải Co Giãn,Thiết kế Sọc,Thoáng Mát,Thấm Hút Mồ Hôi,Không Xù",https://shopee.vn/Qu%E1%BA%A7n-Jogger-Kaki-Nam-Ch%E1%BA%A5t-V%E1%BA%A3i-Co-Gi%C3%A3n-Thi%E1%BA%BFt-k%E1%BA%BF-S%E1%BB%8Dc-Tho%C3%A1ng-M%C3%A1t-Th%E1%BA%A5m-H%C3%BAt-M%E1%BB%93-H%C3%B4i-Kh%C3%B4ng-X%C3%B9-i.477171973.23652942832?sp_atk=d714bede-d08d-4155-bf5c-49f5500fbe12&xptdk=d714bede-d08d-4155-bf5c-49f5500fbe12,4.6,128000,50688000
Quần ống suông local brand Comfort City Cycle unisex form rộng nam nữ oversize,https://shopee.vn/Qu%E1%BA%A7n-%E1%BB%91ng-su%C3%B4ng-local-brand-Comfort-City-Cycle-unisex-form-r%E1%BB%99ng-nam-n%E1%BB%AF-oversize-i.45402331.14786934023?sp_atk=375f829d-a2b8-4efa-a726-929a9c0cbbb1&xptdk=375f829d-a2b8-4efa-a726-929a9c0cbbb1,4.9,259000,2719500000
"Quần Thể Thao Nam 3 Sọc Quần Nam Thu Đông Co Giãn Ống Suông ,Ống Côn",https://shopee.vn/Qu%E1%BA%A7n-Th%E1%BB%83-Thao-Nam-3-S%E1%BB%8Dc-Qu%E1%BA%A7n-Nam-Thu-%C4%90%C3%B4ng-Co-Gi%C3%A3n-%E1%BB%90ng-Su%C3%B4ng-%E1%BB%90ng-C%C3%B4n-i.83076489.11905828670?sp_atk=b2dc697f-cdff-4597-9ad0-7632f2956993&xptdk=b2dc697f-cdff-4597-9ad0-7632f2956993,4.9,59000,135700000
Quần dài nam 2hand giao ngẫu nhiên,https://shopee.vn/Qu%E1%BA%A7n-d%C3%A0i-nam-2hand-giao-ng%E1%BA%ABu-nhi%C3%AAn-i.484788315.19094201680?sp_atk=484fa78f-df58-4d4d-a9dd-b5813b7b53d8&xptdk=484fa78f-df58-4d4d-a9dd-b5813b7b53d8,3.7,400000,560000000
Quần Jogger Nam Nữ Trơn Basic Thun Poly Phong Cách Thể Thao Năng Động Cá Tính Unisex KHANH STORE 24,https://shopee.vn/Qu%E1%BA%A7n-Jogger-Nam-N%E1%BB%AF-Tr%C6%A1n-Basic-Thun-Poly-Phong-C%C3%A1ch-Th%E1%BB%83-Thao-N%C4%83ng-%C4%90%E1%BB%99ng-C%C3%A1-T%C3%ADnh-Unisex-KHANH-STORE-24-i.76329108.11718574295?sp_atk=c6ef96b0-14bb-4c61-99b5-e64fc0b5990e&xptdk=c6ef96b0-14bb-4c61-99b5-e64fc0b5990e,4.8,85000,357000000
"Quần âu nam dáng slimfit, chuẩn thiết kế hàn quốc, cực tôn dáng, lịch sự, trẻ trung Chính hãng N1",https://shopee.vn/Qu%E1%BA%A7n-%C3%A2u-nam-d%C3%A1ng-slimfit-chu%E1%BA%A9n-thi%E1%BA%BFt-k%E1%BA%BF-h%C3%A0n-qu%E1%BB%91c-c%E1%BB%B1c-t%C3%B4n-d%C3%A1ng-l%E1%BB%8Bch-s%E1%BB%B1-tr%E1%BA%BB-trung-Ch%C3%ADnh-h%C3%A3ng-N1-i.114074939.23150309168?sp_atk=dd210e0f-eba0-43b6-ad5a-8b7c7141c1a4&xptdk=dd210e0f-eba0-43b6-ad5a-8b7c7141c1a4,5.0,145000,43500000
Quần Ống Rông Nam Dáng Suông Nhung Tăm Mềm Mại Thời Trang Siêu Đẹp D4,https://shopee.vn/Qu%E1%BA%A7n-%E1%BB%90ng-R%C3%B4ng-Nam-D%C3%A1ng-Su%C3%B4ng-Nhung-T%C4%83m-M%E1%BB%81m-M%E1%BA%A1i-Th%E1%BB%9Di-Trang-Si%C3%AAu-%C4%90%E1%BA%B9p-D4-i.364598436.22249579501?sp_atk=7a9d3dc3-127e-4102-9a9e-cbc84e549b59&xptdk=7a9d3dc3-127e-4102-9a9e-cbc84e549b59,4.7,95000,940500000
Quần thun ông suông có bigsize,https://shopee.vn/Qu%E1%BA%A7n-thun-%C3%B4ng-su%C3%B4ng-c%C3%B3-bigsize-i.39040667.16160404847?sp_atk=05ffeac3-1a65-47ae-b0a2-752603b5875e&xptdk=05ffeac3-1a65-47ae-b0a2-752603b5875e,4.9,64000,224000000
"Quần jogger nam thể thao Nhung tăm ống rộng nam đẹp, Jogger unisex nam nữ phong cách cá tính trẻ trung JO06 - PROMAN",https://shopee.vn/Qu%E1%BA%A7n-jogger-nam-th%E1%BB%83-thao-Nhung-t%C4%83m-%E1%BB%91ng-r%E1%BB%99ng-nam-%C4%91%E1%BA%B9p-Jogger-unisex-nam-n%E1%BB%AF-phong-c%C3%A1ch-c%C3%A1-t%C3%ADnh-tr%E1%BA%BB-trung-JO06-PROMAN-i.475456795.16384670819?sp_atk=5b0f6f3a-a1b2-4e2f-abae-cf39d25f2f32&xptdk=5b0f6f3a-a1b2-4e2f-abae-cf39d25f2f32,4.5,98000,470400000
Quần dài nỉ trơn 350gsm - 400gsm VIBE FREE dày dặn cao cấp nam nữ,https://shopee.vn/Qu%E1%BA%A7n-d%C3%A0i-n%E1%BB%89-tr%C6%A1n-350gsm-400gsm-VIBE-FREE-d%C3%A0y-d%E1%BA%B7n-cao-c%E1%BA%A5p-nam-n%E1%BB%AF-i.501163039.14904535087?sp_atk=fe7b08b8-07bc-4252-855c-f99be348c62c&xptdk=fe7b08b8-07bc-4252-855c-f99be348c62c,4.9,295000,1121000000
Quần Tây Nam SANMINHCHAU Quần Âu Nam Ống Rộng Kèm Đai Tôn Dáng Che Khuyết Điểm Không Nhăn Không Phai Màu QD003,https://shopee.vn/Qu%E1%BA%A7n-T%C3%A2y-Nam-SANMINHCHAU-Qu%E1%BA%A7n-%C3%82u-Nam-%E1%BB%90ng-R%E1%BB%99ng-K%C3%A8m-%C4%90ai-T%C3%B4n-D%C3%A1ng-Che-Khuy%E1%BA%BFt-%C4%90i%E1%BB%83m-Kh%C3%B4ng-Nh%C4%83n-Kh%C3%B4ng-Phai-M%C3%A0u-QD003-i.226772595.21847775279?sp_atk=b47d4661-e267-45ee-8fec-8811a82cf8fc&xptdk=b47d4661-e267-45ee-8fec-8811a82cf8fc,4.8,155000,759500000
"Quần Jogger Nam UMA STORE Nhung Tăm Giữ Nhiệt Chất Liệu Nỉ Nhung Mềm Mịn Giữ Ấm Tốt, Quần Thể Thao Nam Gấu Bo Chun SPQ07",https://shopee.vn/Qu%E1%BA%A7n-Jogger-Nam-UMA-STORE-Nhung-T%C4%83m-Gi%E1%BB%AF-Nhi%E1%BB%87t-Ch%E1%BA%A5t-Li%E1%BB%87u-N%E1%BB%89-Nhung-M%E1%BB%81m-M%E1%BB%8Bn-Gi%E1%BB%AF-%E1%BA%A4m-T%E1%BB%91t-Qu%E1%BA%A7n-Th%E1%BB%83-Thao-Nam-G%E1%BA%A5u-Bo-Chun-SPQ07-i.1055510618.18294988086?sp_atk=a792f94d-8650-46f6-8576-20ee34098483&xptdk=a792f94d-8650-46f6-8576-20ee34098483,5.0,159100,92755300
"Quần Dài Thể Thao Nam Vải Thun Poly Cao Cấp, Có Bigsize, Mềm Mịn, Thoải Mái mã QUAN.20",https://shopee.vn/Qu%E1%BA%A7n-D%C3%A0i-Th%E1%BB%83-Thao-Nam-V%E1%BA%A3i-Thun-Poly-Cao-C%E1%BA%A5p-C%C3%B3-Bigsize-M%E1%BB%81m-M%E1%BB%8Bn-Tho%E1%BA%A3i-M%C3%A1i-m%C3%A3-QUAN.20-i.392004043.21319289966?sp_atk=12c17b0c-02ba-4ec5-a875-319a563b225b&xptdk=12c17b0c-02ba-4ec5-a875-319a563b225b,4.9,159000,508800000
Quần Gió Thể Thao Nam Dài Ống Suông Hàng Vnxk Co Dãn Tốt Mềm Mại Không Nhăn Phù Hợp Vận Động - S325,https://shopee.vn/Qu%E1%BA%A7n-Gi%C3%B3-Th%E1%BB%83-Thao-Nam-D%C3%A0i-%E1%BB%90ng-Su%C3%B4ng-H%C3%A0ng-Vnxk-Co-D%C3%A3n-T%E1%BB%91t-M%E1%BB%81m-M%E1%BA%A1i-Kh%C3%B4ng-Nh%C4%83n-Ph%C3%B9-H%E1%BB%A3p-V%E1%BA%ADn-%C4%90%E1%BB%99ng-S325-i.823942091.19764781211?sp_atk=ab90c0ea-6759-4361-9a5b-47faa261a9aa&xptdk=ab90c0ea-6759-4361-9a5b-47faa261a9aa,4.7,145000,135575000
"Quần ống rộng nam JBagy cạp chun vải Lụa mịn, mềm mượt chống nhăn ống suông thoải mái - JD0105",https://shopee.vn/Qu%E1%BA%A7n-%E1%BB%91ng-r%E1%BB%99ng-nam-JBagy-c%E1%BA%A1p-chun-v%E1%BA%A3i-L%E1%BB%A5a-m%E1%BB%8Bn-m%E1%BB%81m-m%C6%B0%E1%BB%A3t-ch%E1%BB%91ng-nh%C4%83n-%E1%BB%91ng-su%C3%B4ng-tho%E1%BA%A3i-m%C3%A1i-JD0105-i.259681663.22273232764?sp_atk=ed34f5e9-34f5-4081-800e-72cd425ab2b9&xptdk=ed34f5e9-34f5-4081-800e-72cd425ab2b9,4.9,229000,870200000
Quần âu nam Thom Browne in 4 sọc xám đùi phối thêu chữ túi sau vạch kẻ lưng eo boy phố hàn quốc,https://shopee.vn/Qu%E1%BA%A7n-%C3%A2u-nam-Thom-Browne-in-4-s%E1%BB%8Dc-x%C3%A1m-%C4%91%C3%B9i-ph%E1%BB%91i-th%C3%AAu-ch%E1%BB%AF-t%C3%BAi-sau-v%E1%BA%A1ch-k%E1%BA%BB-l%C6%B0ng-eo-boy-ph%E1%BB%91-h%C3%A0n-qu%E1%BB%91c-i.645041499.18094961310?sp_atk=99881483-7a6a-4e72-98ab-b61d0ea8c94f&xptdk=99881483-7a6a-4e72-98ab-b61d0ea8c94f,4.9,135000,715500000
Quần Jogger Nam Túi Hộp Chất Poly Cao Cấp,https://shopee.vn/Qu%E1%BA%A7n-Jogger-Nam-T%C3%BAi-H%E1%BB%99p-Ch%E1%BA%A5t-Poly-Cao-C%E1%BA%A5p-i.228342708.4548267561?sp_atk=fdbc30c5-dbc7-45d0-8b7d-1a65d1105d8d&xptdk=fdbc30c5-dbc7-45d0-8b7d-1a65d1105d8d,4.7,119000,2701300000
Quần âu nam cao cấp WoO đai chun chất vải tuyết hàn co giãn nhẹ ống suông dáng âu phong cách công sở Hàn Quốc,https://shopee.vn/Qu%E1%BA%A7n-%C3%A2u-nam-cao-c%E1%BA%A5p-WoO-%C4%91ai-chun-ch%E1%BA%A5t-v%E1%BA%A3i-tuy%E1%BA%BFt-h%C3%A0n-co-gi%C3%A3n-nh%E1%BA%B9-%E1%BB%91ng-su%C3%B4ng-d%C3%A1ng-%C3%A2u-phong-c%C3%A1ch-c%C3%B4ng-s%E1%BB%9F-H%C3%A0n-Qu%E1%BB%91c-i.391896485.13281546020?sp_atk=c334a184-9bd2-49bd-9c35-3d4136ead978&xptdk=c334a184-9bd2-49bd-9c35-3d4136ead978,4.9,115000,184000000
"Quần âu nam đen dáng ôm co giãn nhẹ, quần tây nam baggy vải chính phẩm kiểu dáng Hàn Quốc QR01",https://shopee.vn/Qu%E1%BA%A7n-%C3%A2u-nam-%C4%91en-d%C3%A1ng-%C3%B4m-co-gi%C3%A3n-nh%E1%BA%B9-qu%E1%BA%A7n-t%C3%A2y-nam-baggy-v%E1%BA%A3i-ch%C3%ADnh-ph%E1%BA%A9m-ki%E1%BB%83u-d%C3%A1ng-H%C3%A0n-Qu%E1%BB%91c-QR01-i.316979014.6255287801?sp_atk=27708ab8-8d41-4f5d-86b5-5e1b2587574d&xptdk=27708ab8-8d41-4f5d-86b5-5e1b2587574d,4.6,84000,1016400000
"Quần Buttons Pants ống rộng kaki túi hộp nam , 3 cúc bấm dáng xuông,Cargo Pants phong cách Streetwear Big size",https://shopee.vn/Qu%E1%BA%A7n-Buttons-Pants-%E1%BB%91ng-r%E1%BB%99ng-kaki-t%C3%BAi-h%E1%BB%99p-nam-3-c%C3%BAc-b%E1%BA%A5m-d%C3%A1ng-xu%C3%B4ng-Cargo-Pants-phong-c%C3%A1ch-Streetwear-Big-size-i.31031431.10153913554?sp_atk=750cb4dd-49b8-4466-8441-881e655641d7&xptdk=750cb4dd-49b8-4466-8441-881e655641d7,4.7,130000,598000000
Quần Dài Nam Nữ Unisex Mùa Hè Dáng Rộng Ống Đứng Phối Sọc Kẻ Caro Thời Trang Zenkonu QUAN NAM 108,https://shopee.vn/Qu%E1%BA%A7n-D%C3%A0i-Nam-N%E1%BB%AF-Unisex-M%C3%B9a-H%C3%A8-D%C3%A1ng-R%E1%BB%99ng-%E1%BB%90ng-%C4%90%E1%BB%A9ng-Ph%E1%BB%91i-S%E1%BB%8Dc-K%E1%BA%BB-Caro-Th%E1%BB%9Di-Trang-Zenkonu-QUAN-NAM-108-i.16580482.15944948229?sp_atk=a1a7ca93-3b27-4dbb-a6a3-8fe86cc94bac&xptdk=a1a7ca93-3b27-4dbb-a6a3-8fe86cc94bac,4.3,69000,427800000
"Quần Jogger Nam UMA STORE Nỉ Nhung Tăm Mác Chữ Nhật, Chất Liệu Nỉ Nhung Mềm Mịn Giữ Ấm Tốt , Quần Thể Thao Unisex SPQ06",https://shopee.vn/Qu%E1%BA%A7n-Jogger-Nam-UMA-STORE-N%E1%BB%89-Nhung-T%C4%83m-M%C3%A1c-Ch%E1%BB%AF-Nh%E1%BA%ADt-Ch%E1%BA%A5t-Li%E1%BB%87u-N%E1%BB%89-Nhung-M%E1%BB%81m-M%E1%BB%8Bn-Gi%E1%BB%AF-%E1%BA%A4m-T%E1%BB%91t-Qu%E1%BA%A7n-Th%E1%BB%83-Thao-Unisex-SPQ06-i.1055510618.19285308529?sp_atk=797f8e60-5873-4869-b8f0-3d73897f12c6&xptdk=797f8e60-5873-4869-b8f0-3d73897f12c6,5.0,148400,178080000
Quần Nam Trơn Bo Gấu Basic Phối Dây Rút Phong Cách Trẻ Trung Thời Trang Zenkonu QUAN NAM 067V1,https://shopee.vn/Qu%E1%BA%A7n-Nam-Tr%C6%A1n-Bo-G%E1%BA%A5u-Basic-Ph%E1%BB%91i-D%C3%A2y-R%C3%BAt-Phong-C%C3%A1ch-Tr%E1%BA%BB-Trung-Th%E1%BB%9Di-Trang-Zenkonu-QUAN-NAM-067V1-i.16580482.9248406523?sp_atk=78a92b48-a8dd-43b7-bfc5-0936bf9ca59c&xptdk=78a92b48-a8dd-43b7-bfc5-0936bf9ca59c,4.3,59000,607700000
quần âu thom hot(ẢNH THẬT ),https://shopee.vn/qu%E1%BA%A7n-%C3%A2u-thom-hot(%E1%BA%A2NH-TH%E1%BA%ACT-)-i.535360476.21446962795?sp_atk=5a2cd8d9-b2af-43c1-bde9-0a4f03e0ca6a&xptdk=5a2cd8d9-b2af-43c1-bde9-0a4f03e0ca6a,4.7,135000,102600000
"Quần Dài Kaki Baggy Nam Ống Suông Đứng Cạp Chun Vicenzo Cao Cấp May Chuẩn Hàng Xuất, Quần Kaki Nam Form Baggy",https://shopee.vn/Qu%E1%BA%A7n-D%C3%A0i-Kaki-Baggy-Nam-%E1%BB%90ng-Su%C3%B4ng-%C4%90%E1%BB%A9ng-C%E1%BA%A1p-Chun-Vicenzo-Cao-C%E1%BA%A5p-May-Chu%E1%BA%A9n-H%C3%A0ng-Xu%E1%BA%A5t-Qu%E1%BA%A7n-Kaki-Nam-Form-Baggy-i.279899189.8471594669?sp_atk=e7cbf9ae-5de7-4af8-a2b0-e2e7125034b5&xptdk=e7cbf9ae-5de7-4af8-a2b0-e2e7125034b5,4.8,155000,3642500000
"Quần nỉ ống rộng hách dáng Local Brand Menstore, Bản chun to, chất nỉ tăm cao cấp dày dặn đứng form",https://shopee.vn/Qu%E1%BA%A7n-n%E1%BB%89-%E1%BB%91ng-r%E1%BB%99ng-h%C3%A1ch-d%C3%A1ng-Local-Brand-Menstore-B%E1%BA%A3n-chun-to-ch%E1%BA%A5t-n%E1%BB%89-t%C4%83m-cao-c%E1%BA%A5p-d%C3%A0y-d%E1%BA%B7n-%C4%91%E1%BB%A9ng-form-i.353546076.19867994904?sp_atk=ce02019b-6900-4696-b717-8fa0d52a5729&xptdk=ce02019b-6900-4696-b717-8fa0d52a5729,4.8,139000,389200000
"Quần cargo jean nam túi hộp XMAX ống rộng co dây đai, Quần bò túi hộp nam dáng suông có thắt lưng phong cách retro B081",https://shopee.vn/Qu%E1%BA%A7n-cargo-jean-nam-t%C3%BAi-h%E1%BB%99p-XMAX-%E1%BB%91ng-r%E1%BB%99ng-co-d%C3%A2y-%C4%91ai-Qu%E1%BA%A7n-b%C3%B2-t%C3%BAi-h%E1%BB%99p-nam-d%C3%A1ng-su%C3%B4ng-c%C3%B3-th%E1%BA%AFt-l%C6%B0ng-phong-c%C3%A1ch-retro-B081-i.637868973.23744472531?sp_atk=bb2a6183-4b63-4bbe-85b6-b37d107a3d5b&xptdk=bb2a6183-4b63-4bbe-85b6-b37d107a3d5b,4.9,209000,543400000
