product_name,product_url,product_rating,product_price,product_revenue
Máy Tính Laptop Asus X550L Core i5/Ram 8/ổ cứng Ssd Chơi Game,https://shopee.vn/M%C3%A1y-T%C3%ADnh-Laptop-Asus-X550L-Core-i5-Ram-8-%E1%BB%95-c%E1%BB%A9ng-Ssd-Ch%C6%A1i-Game-i.33135515.6806012180?sp_atk=4966ffaf-265f-494b-88ea-7933f5dec29f&xptdk=4966ffaf-265f-494b-88ea-7933f5dec29f,4.6,5488000,87808000
Laptop Cũ Rẻ HP Pavilion15eg Core i5 10th/Ram 8Gb/SSD 256Gb/Vỏ Nhôm/Màn To full Tràn Viền Đẹp Keng,https://shopee.vn/Laptop-C%C5%A9-R%E1%BA%BB-HP-Pavilion15eg-Core-i5-10th-Ram-8Gb-SSD-256Gb-V%E1%BB%8F-Nh%C3%B4m-M%C3%A0n-To-full-Tr%C3%A0n-Vi%E1%BB%81n-%C4%90%E1%BA%B9p-Keng-i.70767803.23109207699?sp_atk=bc8ce276-5dad-45bc-8a17-82b16fbfd5a5&xptdk=bc8ce276-5dad-45bc-8a17-82b16fbfd5a5,5.0,8300000,373500000
"Bao da, Cặp da, Túi da đựng Macbook / Surface / Laptop 13inch",https://shopee.vn/Bao-da-C%E1%BA%B7p-da-T%C3%BAi-da-%C4%91%E1%BB%B1ng-Macbook-Surface-Laptop-13inch-i.241693511.3449541320?sp_atk=ee442a80-efe9-412d-8fb3-785614c1a6fc&xptdk=ee442a80-efe9-412d-8fb3-785614c1a6fc,4.1,349000,9423000
"Laptop HP Probook 430 G8 2H0N7PA | i5-1135G7 | 4GB RAM | 512GB SSD | 13.3""FHD | Win10",https://shopee.vn/Laptop-HP-Probook-430-G8-2H0N7PA-i5-1135G7-4GB-RAM-512GB-SSD-13.3-FHD-Win10-i.447427546.8677282670?sp_atk=b87eb865-bf21-4e68-9601-0de2ecf75b72&xptdk=b87eb865-bf21-4e68-9601-0de2ecf75b72,5.0,20590000,20590000
Dell Precision 5520 Xeon E3-1505M RAM 32GB QUADPRO M1200 4G 15.6 Inch FHD IPS,https://shopee.vn/Dell-Precision-5520-Xeon-E3-1505M-RAM-32GB-QUADPRO-M1200-4G-15.6-Inch-FHD-IPS-i.33135515.21558194852?sp_atk=f2e062a0-231a-41d1-bb83-4a713d93d104&xptdk=f2e062a0-231a-41d1-bb83-4a713d93d104,0.0,12750000,12750000
Vệ Sinh Laptop ✨ Free Ship✨ Bộ Vệ Sinh Laptop KINGMASTER 6 Món - Hàng Chính Hãng,https://shopee.vn/V%E1%BB%87-Sinh-Laptop-%E2%9C%A8-Free-Ship%E2%9C%A8-B%E1%BB%99-V%E1%BB%87-Sinh-Laptop-KINGMASTER-6-M%C3%B3n-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.131989706.3817974363?sp_atk=e18fed46-5f5a-4c29-be15-203c9a48db95&xptdk=e18fed46-5f5a-4c29-be15-203c9a48db95,4.9,40000,60000000
Máy tính xách tay HP 4430S,https://shopee.vn/M%C3%A1y-t%C3%ADnh-x%C3%A1ch-tay-HP-4430S-i.204063641.20767845700?sp_atk=c14e4284-2d51-4a75-8b9d-c0c7c4032907&xptdk=c14e4284-2d51-4a75-8b9d-c0c7c4032907,0.0,1750000,1750000
"Laptop ASUS K40IJ sử dụng văn phòng, chơi game offline",https://shopee.vn/Laptop-ASUS-K40IJ-s%E1%BB%AD-d%E1%BB%A5ng-v%C4%83n-ph%C3%B2ng-ch%C6%A1i-game-offline-i.2532417.13095480631?sp_atk=9e0e9e3e-d62f-47bb-8da2-04d3ddb006e3&xptdk=9e0e9e3e-d62f-47bb-8da2-04d3ddb006e3,0.0,1000000,0
"Laptop Fujitsu LifeBook E753 core i5, 8gb ram, ssd 128gb, 15.6inch full HD IPS nhập khẩu Nhật Bản",https://shopee.vn/Laptop-Fujitsu-LifeBook-E753-core-i5-8gb-ram-ssd-128gb-15.6inch-full-HD-IPS-nh%E1%BA%ADp-kh%E1%BA%A9u-Nh%E1%BA%ADt-B%E1%BA%A3n-i.19678517.5411469990?sp_atk=35a930f7-0bcc-443f-b479-571754b752c2&xptdk=35a930f7-0bcc-443f-b479-571754b752c2,5.0,5500000,242000000
"LAPTOP LENOVO T430, CPU I5 - 3210M, RAM 8GB, SSD 128GB , MÀN HÌNH HD- GIÁ CỰC KHỦNG",https://shopee.vn/LAPTOP-LENOVO-T430-CPU-I5-3210M-RAM-8GB-SSD-128GB-M%C3%80N-H%C3%8CNH-HD-GI%C3%81-C%E1%BB%B0C-KH%E1%BB%A6NG-i.242257869.18245416326?sp_atk=29f716ce-407b-41fc-89f9-c094a0988054&xptdk=29f716ce-407b-41fc-89f9-c094a0988054,0.0,2500000,2500000
